symbol,reportDate,date,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink,balance_date,balance_symbol,balance_reportedCurrency,balance_cik,balance_fillingDate,balance_acceptedDate,balance_calendarYear,balance_period,balance_cashAndCashEquivalents,balance_shortTermInvestments,balance_cashAndShortTermInvestments,balance_netReceivables,balance_inventory,balance_otherCurrentAssets,balance_totalCurrentAssets,balance_propertyPlantEquipmentNet,balance_goodwill,balance_intangibleAssets,balance_goodwillAndIntangibleAssets,balance_longTermInvestments,balance_taxAssets,balance_otherNonCurrentAssets,balance_totalNonCurrentAssets,balance_otherAssets,balance_totalAssets,balance_accountPayables,balance_shortTermDebt,balance_taxPayables,balance_deferredRevenue,balance_otherCurrentLiabilities,balance_totalCurrentLiabilities,balance_longTermDebt,balance_deferredRevenueNonCurrent,balance_deferredTaxLiabilitiesNonCurrent,balance_otherNonCurrentLiabilities,balance_totalNonCurrentLiabilities,balance_otherLiabilities,balance_capitalLeaseObligations,balance_totalLiabilities,balance_preferredStock,balance_commonStock,balance_retainedEarnings,balance_accumulatedOtherComprehensiveIncomeLoss,balance_othertotalStockholdersEquity,balance_totalStockholdersEquity,balance_totalEquity,balance_totalLiabilitiesAndStockholdersEquity,balance_minorityInterest,balance_totalLiabilitiesAndTotalEquity,balance_totalInvestments,balance_totalDebt,balance_netDebt,balance_link,balance_finalLink,cashflow_date,cashflow_symbol,cashflow_reportedCurrency,cashflow_cik,cashflow_fillingDate,cashflow_acceptedDate,cashflow_calendarYear,cashflow_period,cashflow_netIncome,cashflow_depreciationAndAmortization,cashflow_deferredIncomeTax,cashflow_stockBasedCompensation,cashflow_changeInWorkingCapital,cashflow_accountsReceivables,cashflow_inventory,cashflow_accountsPayables,cashflow_otherWorkingCapital,cashflow_otherNonCashItems,cashflow_netCashProvidedByOperatingActivities,cashflow_investmentsInPropertyPlantAndEquipment,cashflow_acquisitionsNet,cashflow_purchasesOfInvestments,cashflow_salesMaturitiesOfInvestments,cashflow_otherInvestingActivites,cashflow_netCashUsedForInvestingActivites,cashflow_debtRepayment,cashflow_commonStockIssued,cashflow_commonStockRepurchased,cashflow_dividendsPaid,cashflow_otherFinancingActivites,cashflow_netCashUsedProvidedByFinancingActivities,cashflow_effectOfForexChangesOnCash,cashflow_netChangeInCash,cashflow_cashAtEndOfPeriod,cashflow_cashAtBeginningOfPeriod,cashflow_operatingCashFlow,cashflow_capitalExpenditure,cashflow_freeCashFlow,cashflow_link,cashflow_finalLink
CLX,2024-06-30,2024-06-30,USD,0000021076,2024-08-08,2024-08-08 16:22:20,2024,FY,7093000000,4045000000,3048000000,0.4297194417,126000000,1338000000,832000000,2170000000,0,2109000000,6177000000,23000000,90000000,235000000,736000000,0.1037642746,916000000,0.129141407,-518000000,398000000,0.0561116594,106000000,280000000,0.0394755393,2.25,2.25,124174000,124804000,https://www.sec.gov/Archives/edgar/data/21076/000002107624000030/0000021076-24-000030-index.htm,https://www.sec.gov/Archives/edgar/data/21076/000002107624000030/clx-20240630.htm,2024-06-30,CLX,USD,0000021076,2024-08-08,2024-08-08 16:22:20,2024,FY,202000000,0,202000000,695000000,637000000,88000000,1622000000,1708000000,1228000000,681000000,1909000000,45000000,198000000,269000000,4129000000,0,5751000000,950000000,88000000,0,0,536000000,1574000000,2815000000,0,22000000,848000000,3685000000,0.0,418000000,5259000000,0,131000000,250000000,-155000000,102000000,328000000,492000000,5751000000,164000000,5751000000,45000000,2903000000,2701000000,https://www.sec.gov/Archives/edgar/data/21076/000002107624000030/0000021076-24-000030-index.htm,https://www.sec.gov/Archives/edgar/data/21076/000002107624000030/clx-20240630.htm,2024-06-30,CLX,USD,0000021076,2024-08-08,2024-08-08 16:22:20,2024,FY,280000000,235000000,-100000000.0,0,-241000000,0,55000000,-140000000,-156000000,521000000,695000000,-212000000,17000000,0,0,20000000,-175000000,-45000000,1000000,0,-595000000,-15000000,-655000000,-26000000,-161000000,207000000,368000000,695000000,-212000000,483000000,https://www.sec.gov/Archives/edgar/data/21076/000002107624000030/0000021076-24-000030-index.htm,https://www.sec.gov/Archives/edgar/data/21076/000002107624000030/clx-20240630.htm
CME,2024-12-31,2024-12-31,USD,0001156375,2025-02-27,2025-02-27 16:30:05,2024,FY,6130100000,850300000,5279800000,0.8612910067,0,132700000,0,132700000,1215600000,1348300000,2198600000,0,160900000,336800000,5039100000,0.8220257418,3931500000,0.6413435344,609900000,4541400000,0.7408362017,1015600000,3525800000,0.575161906,9.93,9.92,359389000,359944000,https://www.sec.gov/Archives/edgar/data/1156375/000115637525000021/0001156375-25-000021-index.htm,https://www.sec.gov/Archives/edgar/data/1156375/000115637525000021/cme-20241231.htm,2024-12-31,CME,USD,0001156375,2025-02-27,2025-02-27 16:30:05,2024,FY,2892400000,113200000,3005600000,573100000,0,99454800000,103033500000,386200000,10486900000,17175300000,27662200000,0,0,6365100000,34413500000,0,137447000000,79900000,749800000,0,0,101484200000,102313900000,2678200000,0,5246800000,721200000,8646200000,0.0,0,110960100000,0,3600000,4185800000,-105500000,22403000000,26486900000,26486900000,137447000000,0,137447000000,113200000,3428000000,535600000,https://www.sec.gov/Archives/edgar/data/1156375/000115637525000021/0001156375-25-000021-index.htm,https://www.sec.gov/Archives/edgar/data/1156375/000115637525000021/cme-20241231.htm,2024-12-31,CME,USD,0001156375,2025-02-27,2025-02-27 16:30:05,2024,FY,3525800000,221700000,-66400000.00000001,89500000,0,-39400000,0,-10700000,0,-80100000,3690500000,0,0,-4500000,6000000,-84100000,-82600000,0,0,0,-3584200000,8660700000,5076500000,0,8684400000,101794100000,93109700000,3690500000,0,3690500000,https://www.sec.gov/Archives/edgar/data/1156375/000115637525000021/0001156375-25-000021-index.htm,https://www.sec.gov/Archives/edgar/data/1156375/000115637525000021/cme-20241231.htm
CMS,2024-12-31,2024-12-31,USD,0000811156,2025-02-11,2025-02-11 09:10:10,2024,FY,7515000000,0,7515000000,1.0,0,0,0,0,6028000000,6028000000,6028000000,0,708000000,1240000000,3071000000,0.4086493679,1487000000,0.1978709248,-364000000,1123000000,0.1494344644,176000000,1003000000,0.1334664005,3.36,3.33,301190476,298300000,https://www.sec.gov/Archives/edgar/data/811156/000081115625000036/0000811156-25-000036-index.htm,https://www.sec.gov/Archives/edgar/data/201533/000081115625000036/cms-20241231.htm,2024-12-31,CMS,USD,0000811156,2025-02-11,2025-02-11 09:10:10,2024,FY,103000000,0,103000000,1063000000,769000000,855000000,2790000000,27461000000,0,0,0,69000000,0,5600000000,33130000000,0,35920000000,917000000,521000000,654000000,0,500000000,2592000000,10930000000,0,3053000000,6082000000,20065000000,4515000000.0,112000000,27172000000,37000000,841000000,2390000000,-11000000,8137000000,11394000000,11394000000,35920000000,0,35920000000,69000000,11339000000,11339000000,https://www.sec.gov/Archives/edgar/data/811156/000081115625000036/0000811156-25-000036-index.htm,https://www.sec.gov/Archives/edgar/data/201533/000081115625000036/cms-20241231.htm,2024-12-31,CMS,USD,0000811156,2025-02-11,2025-02-11 09:10:10,2024,FY,947000000,1240000000,0.0,0,0,-155000000,164000000,15000000,0,183000000,2370000000,0,0,0,0,-3054000000,-3054000000,982000000,286000000,0,-626000000,-28000000,614000000,0,-70000000,178000000,248000000,2370000000,0,2370000000,https://www.sec.gov/Archives/edgar/data/811156/000081115625000036/0000811156-25-000036-index.htm,https://www.sec.gov/Archives/edgar/data/201533/000081115625000036/cms-20241231.htm
KO,2024-12-31,2024-12-31,USD,0000021344,2025-02-20,2025-02-20 15:17:12,2024,FY,47061000000,18324000000,28737000000,0.6106330082,0,286000000,7671000000,7957000000,10788000000,18745000000,37069000000,988000000,1656000000,1075000000,15817000000,0.3360957056,9992000000,0.2123201802,3094000000,13086000000,0.2780646395,2455000000,10631000000,0.2258983022,2.47,2.46,4309000000,4320000000,https://www.sec.gov/Archives/edgar/data/21344/000002134425000011/0000021344-25-000011-index.htm,https://www.sec.gov/Archives/edgar/data/21344/000002134425000011/ko-20241231.htm,2024-12-31,KO,USD,0000021344,2025-02-20,2025-02-20 15:17:12,2024,FY,10828000000,2020000000,12848000000,3569000000,4728000000,4852000000,25997000000,10303000000,18139000000,13301000000,31440000000,18087000000,1319000000,13403000000,74552000000,0,100549000000,5468000000,2147000000,1387000000,0,16247000000,25249000000,42375000000,0,2469000000,4084000000,48928000000,0.0,0,74177000000,0,1760000000,76054000000,-16843000000,-36115000000,24856000000,26372000000,100549000000,1516000000,100549000000,20107000000,44522000000,33694000000,https://www.sec.gov/Archives/edgar/data/21344/000002134425000011/0000021344-25-000011-index.htm,https://www.sec.gov/Archives/edgar/data/21344/000002134425000011/ko-20241231.htm,2024-12-31,KO,USD,0000021344,2025-02-20,2025-02-20 15:17:12,2024,FY,10649000000,1075000000,-11000000.0,286000000,-6234000000,0,0,0,-6234000000,1040000000,6805000000,-2064000000,-315000000,-5640000000,10074000000,469000000,2524000000,2528000000,747000000,-1795000000,-8359000000,-31000000,-6910000000,-623000000,1796000000,11488000000,9692000000,6805000000,-2064000000,4741000000,https://www.sec.gov/Archives/edgar/data/21344/000002134425000011/0000021344-25-000011-index.htm,https://www.sec.gov/Archives/edgar/data/21344/000002134425000011/ko-20241231.htm
CTSH,2024-12-31,2024-12-31,USD,0001058290,2025-02-12,2025-02-12 16:46:32,2024,FY,19736000000,12958000000,6778000000,0.3434333198,0,0,0,3223000000,663000000,3886000000,16844000000,119000000,54000000,542000000,3534000000,0.17906364,2892000000,0.1465342521,46000000,2938000000,0.1488650182,713000000,2240000000,0.1134981759,4.52,4.51,496000000,497000000,https://www.sec.gov/Archives/edgar/data/1058290/000105829025000017/0001058290-25-000017-index.htm,https://www.sec.gov/Archives/edgar/data/1058290/000105829025000017/ctsh-20241231.htm,2024-12-31,CTSH,USD,0001058290,2025-02-12,2025-02-12 16:46:32,2024,FY,2231000000,12000000,2243000000,4059000000,0,1202000000,7504000000,1546000000,6953000000,1599000000,8552000000,90000000,1248000000,1026000000,12462000000,0,19966000000,340000000,185000000,100000000,450000000,2510000000,3585000000,1295000000,0,154000000,524000000,1973000000,0.0,0,5558000000,0,5000000,14686000000,-296000000,13000000,14408000000,14408000000,19966000000,0,19966000000,102000000,1480000000,-751000000,https://www.sec.gov/Archives/edgar/data/1058290/000105829025000017/0001058290-25-000017-index.htm,https://www.sec.gov/Archives/edgar/data/1058290/000105829025000017/ctsh-20241231.htm,2024-12-31,CTSH,USD,0001058290,2025-02-12,2025-02-12 16:46:32,2024,FY,2240000000,542000000,-355000000.0,175000000,-510000000,0,0,-23000000,-487000000,32000000,2124000000,-297000000,-1615000000,-2000000,268000000,0,-1646000000,227000000,0,-605000000,-600000000,63000000,-915000000,-49000000,-486000000,2231000000,2717000000,2124000000,-297000000,1827000000,https://www.sec.gov/Archives/edgar/data/1058290/000105829025000017/0001058290-25-000017-index.htm,https://www.sec.gov/Archives/edgar/data/1058290/000105829025000017/ctsh-20241231.htm
CL,2024-12-31,2024-12-31,USD,0000021665,2025-02-13,2025-02-13 16:04:47,2024,FY,20101000000,7940000000,12161000000,0.6049947764,0,0,0,7729000000,164000000,7893000000,15833000000,67000000,292000000,20000000,4268000000,0.2123277449,4268000000,0.2123277449,-312000000,3956000000,0.196806129,907000000,2889000000,0.1437241928,3.53,3.51,817700000,822500000,https://www.sec.gov/Archives/edgar/data/21665/000002166525000008/0000021665-25-000008-index.htm,https://www.sec.gov/Archives/edgar/data/21665/000002166525000008/cl-20241231.htm,2024-12-31,CL,USD,0000021665,2025-02-13,2025-02-13 16:04:47,2024,FY,1096000000,0,1096000000,1521000000,1987000000,713000000,5317000000,4422000000,3272000000,1756000000,5028000000,0,195000000,1084000000,10729000000,0,16046000000,1805000000,0,403000000,0,3551000000,5759000000,7289000000,0,343000000,2111000000,9743000000,0.0,0,15502000000,0,1466000000,26145000000,-4222000000,-23177000000,212000000,544000000,16046000000,332000000,16046000000,0,7289000000,6193000000,https://www.sec.gov/Archives/edgar/data/21665/000002166525000008/0000021665-25-000008-index.htm,https://www.sec.gov/Archives/edgar/data/21665/000002166525000008/cl-20241231.htm,2024-12-31,CL,USD,0000021665,2025-02-13,2025-02-13 16:04:47,2024,FY,3049000000,605000000,-77000000.0,135000000,344000000,-56000000,-100000000,516000000,-16000000,51000000,4107000000,-561000000,0,-574000000,564000000,37000000,-534000000,-408000000,0,-1739000000,-1789000000,547000000,-3389000000,-54000000,130000000,1096000000,966000000,4107000000,-561000000,3546000000,https://www.sec.gov/Archives/edgar/data/21665/000002166525000008/0000021665-25-000008-index.htm,https://www.sec.gov/Archives/edgar/data/21665/000002166525000008/cl-20241231.htm
CMCSA,2024-12-31,2024-12-31,USD,0001166691,2025-01-31,2025-01-31 16:10:33,2024,FY,123731000000,37026000000,86705000000,0.7007540552,0,40533000000,8073000000,48606000000,14802000000,63408000000,100434000000,0,4134000000,14801000000,29340000000,0.2371273165,23297000000,0.1882874946,-4624000000,18673000000,0.1509161002,-2796000000,16192000000,0.1308645368,4.14,4.14,3908000000,3908000000,https://www.sec.gov/Archives/edgar/data/1166691/000116669125000011/0001166691-25-000011-index.htm,https://www.sec.gov/Archives/edgar/data/1166691/000116669125000011/cmcsa-20241231.htm,2024-12-31,CMCSA,USD,0001166691,2025-01-31,2025-01-31 16:10:33,2024,FY,7322000000,0,7322000000,13661000000,0,5818000000,26801000000,62548000000,58200000000,97506000000,155706000000,8647000000,0,12501000000,239402000000,8000000,266211000000,11321000000,4907000000,0,3507000000,19846000000,39581000000,94186000000,0,25227000000,20943000000,140356000000,0.0,0,179937000000,0,47000000,56972000000,-2043000000,30584000000,85560000000,86274000000,266211000000,714000000,266211000000,8647000000,99093000000,91771000000,https://www.sec.gov/Archives/edgar/data/1166691/000116669125000011/0001166691-25-000011-index.htm,https://www.sec.gov/Archives/edgar/data/1166691/000116669125000011/cmcsa-20241231.htm,2024-12-31,CMCSA,USD,0001166691,2025-01-31,2025-01-31 16:10:33,2024,FY,15877000000,14802000000,-902000000.0,1288000000,-4943000000,0,0,0,-4943000000,1551000000,27673000000,-12181000000,0,-1082000000,771000000,-3178000000,-15670000000,2695000000,0,-9103000000,-4814000000,339000000,-10883000000,-26000000,1095000000,7377000000,6282000000,27673000000,-12181000000,15492000000,https://www.sec.gov/Archives/edgar/data/1166691/000116669125000011/0001166691-25-000011-index.htm,https://www.sec.gov/Archives/edgar/data/1166691/000116669125000011/cmcsa-20241231.htm
CAG,2024-05-26,2024-05-26,USD,0000023217,2024-07-11,2024-07-11 16:30:44,2024,FY,12050900000,8717500000,3333400000,0.2766100457,0,2480600000,0,2480600000,0,2480600000,11198100000,5700000,436200000,400900000,1447300000,0.1200989138,852800000,0.0707664988,-242600000,610200000,0.0506352223,262500000,347200000,0.0288111261,0.73,0.72,478600000,480000000,https://www.sec.gov/Archives/edgar/data/23217/000155837024009764/0001558370-24-009764-index.htm,https://www.sec.gov/Archives/edgar/data/23217/000155837024009764/tmb-20240526x10k.htm,2024-05-26,CAG,USD,0000023217,2024-07-11,2024-07-11 16:30:44,2024,FY,77700000,0,77700000,871800000,2083000000,117000000,3149500000,2896900000,10582700000,2708400000,13291100000,0,0,1524800000,17712800000,0,20862300000,1493700000,948700000,0,0,799400000,3241800000,7664800000,0,0,1444400000,9109200000,0.0,172200000,12351000000,0,2921200000,6276300000,-35500000,-721600000,8440400000,8511300000,20862300000,70900000,20862300000,0,8613500000,8535800000,https://www.sec.gov/Archives/edgar/data/23217/000155837024009764/0001558370-24-009764-index.htm,https://www.sec.gov/Archives/edgar/data/23217/000155837024009764/tmb-20240526x10k.htm,2024-05-26,CAG,USD,0000023217,2024-07-11,2024-07-11 16:30:44,2024,FY,347200000,400900000,0.0,30800000,130699999,70100000,131900000,-22700000,-48600001,1106000001,2015600000,-388100000,0,-10300000,10300000,13100000,-375000000,-982000000,-13800000,-13800000,-659300000,-15400000,-1656700000,1200000,-15600000,77700000,93300000,2015600000,-388100000,1627500000,https://www.sec.gov/Archives/edgar/data/23217/000155837024009764/0001558370-24-009764-index.htm,https://www.sec.gov/Archives/edgar/data/23217/000155837024009764/tmb-20240526x10k.htm
COP,2024-12-31,2024-12-31,USD,0001163165,2025-02-18,2025-02-18 14:48:53,2024,FY,54745000000,38362000000,16383000000,0.2992602064,0,0,0,1158000000,2442000000,3600000000,43281000000,402000000,1108000000,9599000000,24379000000,0.4453192072,12783000000,0.2335007763,889000000,13672000000,0.2497397023,4427000000,9245000000,0.1688738698,7.86,7.85,1178920000,1180871000,https://www.sec.gov/Archives/edgar/data/1163165/000116316525000012/0001163165-25-000012-index.htm,https://www.sec.gov/Archives/edgar/data/1163165/000116316525000012/cop-20241231.htm,2024-12-31,COP,USD,0001163165,2025-02-18,2025-02-18 14:48:53,2024,FY,5607000000,507000000,6114000000,6695000000,1809000000,1029000000,15647000000,95373000000,0,0,0,9756000000,0,2004000000,107133000000,0,122780000000,6044000000,1035000000,2460000000,0,2585000000,12124000000,23289000000,695000000,11426000000,11145000000,45860000000,0.0,940000000,57984000000,0,23000000,64869000000,-6473000000,6377000000,64796000000,64796000000,122780000000,0,122780000000,10263000000,24324000000,18717000000,https://www.sec.gov/Archives/edgar/data/1163165/000116316525000012/0001163165-25-000012-index.htm,https://www.sec.gov/Archives/edgar/data/1163165/000116316525000012/cop-20241231.htm,2024-12-31,COP,USD,0001163165,2025-02-18,2025-02-18 14:48:53,2024,FY,9245000000,9599000000,367000000.0,0,-181000000,-262000000,-68000000,-543000000,692000000,1094000000,20124000000,-12118000000,-24000000,0,0,992000000,-11150000000,610000000,-78000000,-5463000000,-3646000000,-258000000,-8835000000,-133000000,6000000,5905000000,5899000000,20124000000,-12118000000,8006000000,https://www.sec.gov/Archives/edgar/data/1163165/000116316525000012/0001163165-25-000012-index.htm,https://www.sec.gov/Archives/edgar/data/1163165/000116316525000012/cop-20241231.htm
ED,2024-12-31,2024-12-31,USD,0001047862,2025-02-20,2025-02-20 16:36:55,2024,FY,15256000000,2739000000,12517000000,0.8204640797,0,0,0,0,12524000000,12524000000,15263000000,0,1187000000,2155000000,5480000000,0.3592029365,2670000000,0.1750131096,-532000000,2138000000,0.1401415836,318000000,1820000000,0.1192973256,5.26,5.24,346000000,347300000,https://www.sec.gov/Archives/edgar/data/1047862/000104786225000011/0001047862-25-000011-index.htm,https://www.sec.gov/Archives/edgar/data/23632/000104786225000011/ed-20241231.htm,2024-12-31,ED,USD,0001047862,2025-02-20,2025-02-20 16:36:55,2024,FY,1000000,0,1000000,64000000,0,483000000,527000000,0,406000000,0,406000000,21706000000,0,362000000,22474000000,0,23001000000,17000000,348000000,70000000,0,601000000,1036000000,386000000,0,0,-382000000,4000000,0.0,386000000,1040000000,0,10024000000,11937000000,29000000,-29000000,21961000000,21961000000,23001000000,0,23001000000,21706000000,348000000,347000000,https://www.sec.gov/Archives/edgar/data/1047862/000104786225000011/0001047862-25-000011-index.htm,https://www.sec.gov/Archives/edgar/data/23632/000104786225000011/ed-20241231.htm,2024-12-31,ED,USD,0001047862,2025-02-20,2025-02-20 16:36:55,2024,FY,1748000000,2037000000,416000000.0,0,0,-264000000,0,8000000,0,-843000000,3358000000,0,0,0,0,-4923000000,-4923000000,0,0,0,-1100000000,2897000000,1797000000,0,138000000,1333000000,1195000000,3358000000,0,3358000000,https://www.sec.gov/Archives/edgar/data/1047862/000104786225000011/0001047862-25-000011-index.htm,https://www.sec.gov/Archives/edgar/data/23632/000104786225000011/ed-20241231.htm
STZ,2025-02-28,2025-02-28,USD,0000016918,2025-04-23,2025-04-23 13:26:00,2025,FY,10208700000,4894100000,5314600000,0.5205951786,0,0,0,1950000000,3009700000,4959700000,9853800000,0,411400000,26300000,354900000,0.0347644656,354900000,0.0347644656,-437700000,-82800000,-0.0081107291,-51700000,-81400000,-0.0079735912,-0.45,-0.45,181476000,181476000,https://www.sec.gov/Archives/edgar/data/16918/000001691825000022/0000016918-25-000022-index.htm,https://www.sec.gov/Archives/edgar/data/16918/000001691825000022/stz-20250228.htm,2025-02-28,STZ,USD,0000016918,2025-04-23,2025-04-23 13:26:00,2025,FY,68100000,0,68100000,736500000,1437200000,1474600000,3716400000,7409800000,5126800000,2532300000,7659100000,0,1805300000,1061700000,17935900000,0,21652300000,939800000,806700000,49800000,0,2238900000,4035200000,0,10700000,1193300000,9278300000,10482300000,0.0,0,14517500000,0,0,12603400000,-662700000,-5058700000,6882000000,7134800000,21652300000,252800000,21652300000,206000000,806700000,738600000,https://www.sec.gov/Archives/edgar/data/16918/000001691825000022/0000016918-25-000022-index.htm,https://www.sec.gov/Archives/edgar/data/16918/000001691825000022/stz-20250228.htm,2025-02-28,STZ,USD,0000016918,2025-04-23,2025-04-23 13:26:00,2025,FY,-31100000,445700000,-210300000.0,72200000,0,90300000,-152200000,101500000,0,2875700000,3152200000,-1214100000,0,-35000000,0,274300000,-974800000,-391700000,0,-1123800000,-731800000,-14500000,-2261800000,0,-84300000,68100000,152400000,3152200000,-1214100000,1938100000,https://www.sec.gov/Archives/edgar/data/16918/000001691825000022/0000016918-25-000022-index.htm,https://www.sec.gov/Archives/edgar/data/16918/000001691825000022/stz-20250228.htm
CEG,2024-12-31,2024-12-31,USD,0001868275,2025-02-18,2025-02-18 10:21:43,2024,FY,23568000000,6159000000,17409000000,0.7386710794,0,0,0,0,19287000000,19287000000,25446000000,0,506000000,1123000000,5140000000,0.2180923286,4352000000,0.1846571623,164000000,4516000000,0.1916157502,774000000,3749000000,0.1590716225,11.9,11.9,315000000,315000000,https://www.sec.gov/Archives/edgar/data/1868275/000186827525000023/0001868275-25-000023-index.htm,https://www.sec.gov/Archives/edgar/data/1868275/000186827525000023/ceg-20241231.htm,2024-12-31,CEG,USD,0001868275,2025-02-18,2025-02-18 10:21:43,2024,FY,109000000,0,109000000,2134000000,0,63000000,2306000000,21235000000,420000000,0,420000000,640000000,0,19855000000,42150000000,8470000000,52926000000,0,1028000000,0,0,5818000000,6846000000,7384000000,0,3331000000,21826000000,32541000000,0.0,0,39387000000,0,11402000000,4066000000,-2302000000,0,13166000000,13539000000,52926000000,373000000,52926000000,640000000,8412000000,8303000000,https://www.sec.gov/Archives/edgar/data/1868275/000186827525000023/0001868275-25-000023-index.htm,https://www.sec.gov/Archives/edgar/data/1868275/000186827525000023/ceg-20241231.htm,2024-12-31,CEG,USD,0001868275,2025-02-18,2025-02-18 10:21:43,2024,FY,3738000000,2700000000,0.0,0,-9168000000,688000000,-99000000,1121000000,-10878000000,266000000,-2464000000,-2565000000,0,0,0,9993000000,7428000000,-845000000,0,-999000000,-444000000,-1000000,-2289000000,0,2675000000,3129000000,454000000,-2464000000,-2565000000,-5029000000,https://www.sec.gov/Archives/edgar/data/1868275/000186827525000023/0001868275-25-000023-index.htm,https://www.sec.gov/Archives/edgar/data/1868275/000186827525000023/ceg-20241231.htm
COO,2024-10-31,2024-10-31,USD,0000711404,2024-12-06,2024-12-06 16:21:48,2024,FY,3895400000,1299700000,2595700000,0.6663500539,155100000,0,0,1533700000,201200000,1890000000,3189700000,0,114300000,9100000,705700000,0.1811623967,705700000,0.1811623967,-123400000,582300000,0.1494840068,190000000,392300000,0.100708528,1.97,1.96,198900000,200400000,https://www.sec.gov/Archives/edgar/data/711404/000071140424000074/0000711404-24-000074-index.htm,https://www.sec.gov/Archives/edgar/data/711404/000071140424000074/coo-20241031.htm,2024-10-31,COO,USD,0000711404,2024-12-06,2024-12-06 16:21:48,2024,FY,107600000,0,107600000,717000000,802700000,324200000,1951500000,1863400000,3838400000,1791000000,5629400000,0,2210300000,660600000,10363700000,0,12315200000,260500000,34399999,0,129900000,596900000,1022800000,2550400000,193300000,96000000,369100000,3208800000,4.76837158203125e-07,3500000,4231600000,0,21700000,7268400000,-421700000,1215000000,8083400000,8083600000,12315200000,200000,12315200000,0,2583700000,2476100000,https://www.sec.gov/Archives/edgar/data/711404/000071140424000074/0000711404-24-000074-index.htm,https://www.sec.gov/Archives/edgar/data/711404/000071140424000074/coo-20241031.htm,2024-10-31,COO,USD,0000711404,2024-12-06,2024-12-06 16:21:48,2024,FY,392300000,375100000,118900000.0,75100000,-333700000,-117100000,-59300000,9300000,-166600000,81600000,709300000,-421200000,-343400000,0,0,0,-764600000,5600000,0,8300000,0,33600000,39200000,2900000,-13200000,107700000,120900000,709300000,-421200000,288100000,https://www.sec.gov/Archives/edgar/data/711404/000071140424000074/0000711404-24-000074-index.htm,https://www.sec.gov/Archives/edgar/data/711404/000071140424000074/coo-20241031.htm
CPRT,2024-07-31,2024-07-31,USD,0000900075,2024-09-30,2024-09-27 19:06:12,2024,FY,4236823000,2297619000,1939204000,0.4577023869,0,335229000,0,335229000,0,335229000,2664800000,0,0,189761000,1762279000,0.415943503,1572023000,0.3710381576,142578000,1714601000,0.4046902597,352254000,1363020000,0.3217080345,1.42,1.4,960739000,974798000,https://www.sec.gov/Archives/edgar/data/900075/000090007524000024/0000900075-24-000024-index.htm,https://www.sec.gov/Archives/edgar/data/900075/000090007524000024/cprt-20240731.htm,2024-07-31,CPRT,USD,0000900075,2024-09-30,2024-09-27 19:06:12,2024,FY,1514111000,1908047000,3422158000,785877000,43639000,166510000,4418184000,3292139000,513909000,74088000,587997000,0,0,129444000,4009580000,-1,8427763999,193333000,42608000,60994000,28121000,303511000,628567000,97429000,0,93653000,59559999,250641999,1.0,118733000,879209000,0,96000,6545902000,-142972000,1120985000,7524011000,7548555000,8427763999,24544000,8427763999,1908047000,118733000,-1395378000,https://www.sec.gov/Archives/edgar/data/900075/000090007524000024/0000900075-24-000024-index.htm,https://www.sec.gov/Archives/edgar/data/900075/000090007524000024/cprt-20240731.htm,2024-07-31,CPRT,USD,0000900075,2024-09-30,2024-09-27 19:06:12,2024,FY,1362347000,190256000,-847000.0,35234000,-114137000,-145385000,-3698000,59528000,-24582000,-289000,1472564000,-510990000,0,-4087162000,3645000000,13073000,-940079000,-10835000,36666000,-6558000,0,30108000,19273000,4958000,556716000,1514111000,957395000,1472564000,-510990000,961574000,https://www.sec.gov/Archives/edgar/data/900075/000090007524000024/0000900075-24-000024-index.htm,https://www.sec.gov/Archives/edgar/data/900075/000090007524000024/cprt-20240731.htm
