Ticker,Timestamp,Price,Size
GOOGL,2025-04-25 15:37:35.066000+00:00,162.06,100
GOOGL,2025-04-25 15:37:34.744000+00:00,162.06,100
GOOG,2025-04-25 15:37:36.144000+00:00,164.14,117
GOOG,2025-04-25 15:37:36.169000+00:00,164.14,200
GOOG,2025-04-25 15:37:36.175000+00:00,164.13,100
GOOG,2025-04-25 15:37:36.175000+00:00,164.13,100
GOOGL,2025-04-25 15:37:37.001000+00:00,162.02,699
ABNB,2025-04-25 15:37:38.317000+00:00,121.61,100
T,2025-04-25 15:37:39.583000+00:00,26.7,246
T,2025-04-25 15:37:39.583000+00:00,26.7,200
T,2025-04-25 15:37:39.583000+00:00,26.7,200
T,2025-04-25 15:37:39.583000+00:00,26.7,100
AAPL,2025-04-25 15:37:39.452000+00:00,206.755,100
AAPL,2025-04-25 15:37:39.452000+00:00,206.76,100
GOOGL,2025-04-25 15:37:40.659000+00:00,162.045,100
GOOGL,2025-04-25 15:37:40.659000+00:00,162.045,100
GOOGL,2025-04-25 15:37:40.660000+00:00,162.045,100
GOOG,2025-04-25 15:37:41.469000+00:00,164.2,100
GOOGL,2025-04-25 15:37:41.482000+00:00,162.1,100
T,2025-04-25 15:37:42.156000+00:00,26.705,100
AMAT,2025-04-25 15:37:42.202000+00:00,149.71,100
AMZN,2025-04-25 15:37:42.347000+00:00,186.6,100
AON,2025-04-25 15:37:43.487000+00:00,324.83,100
AON,2025-04-25 15:37:43.518000+00:00,324.89,100
AMD,2025-04-25 15:37:43.837000+00:00,95.1,100
AMZN,2025-04-25 15:37:44.621000+00:00,186.69,200
ABBV,2025-04-25 15:37:48.684000+00:00,183.33,100
AMD,2025-04-25 15:37:48.977000+00:00,95.16,200
AMD,2025-04-25 15:37:48.978000+00:00,95.16,100
AMD,2025-04-25 15:37:49.407000+00:00,95.18,100
AMAT,2025-04-25 15:37:49.412000+00:00,149.75,100
AMD,2025-04-25 15:37:49.852000+00:00,95.19,170
AMD,2025-04-25 15:37:49.852000+00:00,95.19,128
AMD,2025-04-25 15:37:49.852000+00:00,95.19,100
GOOG,2025-04-25 15:37:49.901000+00:00,164.27,100
AMCR,2025-04-25 15:37:49.984000+00:00,9.52,100
ANET,2025-04-25 15:37:49.985000+00:00,77.185,100
ANET,2025-04-25 15:37:49.987000+00:00,77.18,100
ANET,2025-04-25 15:37:49.987000+00:00,77.18,100
ABBV,2025-04-25 15:37:52.363000+00:00,183.45,100
T,2025-04-25 15:37:54.684000+00:00,26.705,500
T,2025-04-25 15:37:54.684000+00:00,26.705,100
T,2025-04-25 15:37:54.684000+00:00,26.705,100
T,2025-04-25 15:37:54.684000+00:00,26.705,100
GOOGL,2025-04-25 15:37:55.004000+00:00,162.16,100
GOOGL,2025-04-25 15:37:55.004000+00:00,162.16,100
GOOGL,2025-04-25 15:37:55.004000+00:00,162.17,100
AMZN,2025-04-25 15:37:55.266000+00:00,186.71,200
A,2025-04-25 15:37:56.368000+00:00,105.4,100
AMD,2025-04-25 15:37:56.450000+00:00,95.2,400
GOOGL,2025-04-25 15:37:57.001000+00:00,162.16,100
T,2025-04-25 15:38:00.995000+00:00,26.7,100
T,2025-04-25 15:38:00.996000+00:00,26.7,100
T,2025-04-25 15:38:00.996000+00:00,26.7,100
T,2025-04-25 15:38:00.996000+00:00,26.7,200
T,2025-04-25 15:38:00.996000+00:00,26.7,100
T,2025-04-25 15:38:00.996000+00:00,26.7,100
AMD,2025-04-25 15:38:01.472000+00:00,95.2,100
AMD,2025-04-25 15:38:02.579000+00:00,95.18,100
AAPL,2025-04-25 15:38:02.593000+00:00,206.84,100
ABBV,2025-04-25 15:38:05.165000+00:00,183.47,100
ABBV,2025-04-25 15:38:05.165000+00:00,183.48,100
GOOGL,2025-04-25 15:38:05.634000+00:00,162.16,100
GOOGL,2025-04-25 15:38:05.636000+00:00,162.19,100
AES,2025-04-25 15:38:06.024000+00:00,9.93,200
AES,2025-04-25 15:38:06.024000+00:00,9.93,144
AES,2025-04-25 15:38:06.024000+00:00,9.93,200
AMT,2025-04-25 15:38:06.179000+00:00,210.345,100
AAPL,2025-04-25 15:38:06.806000+00:00,206.92,100
AES,2025-04-25 15:38:06.475000+00:00,9.925,500
AES,2025-04-25 15:38:06.475000+00:00,9.93,223
AIG,2025-04-25 15:38:07.353000+00:00,80.99,100
AIG,2025-04-25 15:38:07.353000+00:00,80.99,100
AMD,2025-04-25 15:38:07.183000+00:00,95.17,200
AMD,2025-04-25 15:38:07.184000+00:00,95.17,100
AMD,2025-04-25 15:38:07.196000+00:00,95.16,200
AMD,2025-04-25 15:38:08.797000+00:00,95.16,100
AMZN,2025-04-25 15:38:10.879000+00:00,186.64,139
AAPL,2025-04-25 15:38:10.959000+00:00,206.83,100
GOOGL,2025-04-25 15:38:11.923000+00:00,162.13,100
GOOGL,2025-04-25 15:38:14.715000+00:00,162.15,100
ACN,2025-04-25 15:38:14.716000+00:00,290.79,100
AAPL,2025-04-25 15:38:14.724000+00:00,206.8,100
GOOGL,2025-04-25 15:38:14.719000+00:00,162.14,328
GOOGL,2025-04-25 15:38:14.719000+00:00,162.14,600
GOOGL,2025-04-25 15:38:14.719000+00:00,162.14,572
GOOGL,2025-04-25 15:38:14.724000+00:00,162.13,100
GOOGL,2025-04-25 15:38:15.573000+00:00,162.11,100
AON,2025-04-25 15:38:15.571000+00:00,325.12,100
AMZN,2025-04-25 15:38:15.572000+00:00,186.58,200
AMZN,2025-04-25 15:38:16.201000+00:00,186.58,100
AMZN,2025-04-25 15:38:16.201000+00:00,186.58,200
GOOGL,2025-04-25 15:38:16.202000+00:00,162.105,200
GOOGL,2025-04-25 15:38:16.202000+00:00,162.11,176
GOOGL,2025-04-25 15:38:16.202000+00:00,162.1,100
ABT,2025-04-25 15:38:16.215000+00:00,128.12,100
ABT,2025-04-25 15:38:16.215000+00:00,128.12,100
ABT,2025-04-25 15:38:16.215000+00:00,128.12,100
GOOGL,2025-04-25 15:38:16.467000+00:00,162.11,100
ALB,2025-04-25 15:38:17.114000+00:00,56.97,100
GOOGL,2025-04-25 15:38:17.527000+00:00,162.1,100
AMD,2025-04-25 15:38:17.529000+00:00,95.09,100
APO,2025-04-25 15:38:17.529000+00:00,132.91,100
ACN,2025-04-25 15:38:18.250000+00:00,290.78,100
MO,2025-04-25 15:38:21.870000+00:00,58.15,100
AAPL,2025-04-25 15:38:23.982000+00:00,206.78,100
AAPL,2025-04-25 15:38:24.998000+00:00,206.77,100
AMZN,2025-04-25 15:38:25.885000+00:00,186.54,100
AAPL,2025-04-25 15:38:27.194000+00:00,206.735,100
AAPL,2025-04-25 15:38:27.264000+00:00,206.72,100
AMZN,2025-04-25 15:38:28.853000+00:00,186.5,110
AMZN,2025-04-25 15:38:28.853000+00:00,186.5,890
AMD,2025-04-25 15:38:29.061000+00:00,95.03,155
GOOGL,2025-04-25 15:38:28.987000+00:00,162.0,104
GOOGL,2025-04-25 15:38:28.987000+00:00,162.0,200
APH,2025-04-25 15:38:29.127000+00:00,75.735,100
AMD,2025-04-25 15:38:29.687000+00:00,95.03,155
ABBV,2025-04-25 15:38:29.775000+00:00,183.43,100
AMZN,2025-04-25 15:38:29.801000+00:00,186.49,200
AMZN,2025-04-25 15:38:29.811000+00:00,186.49,100
AMZN,2025-04-25 15:38:29.812000+00:00,186.49,100
AMZN,2025-04-25 15:38:29.823000+00:00,186.49,100
AMAT,2025-04-25 15:38:29.824000+00:00,149.5,100
AMZN,2025-04-25 15:38:29.824000+00:00,186.49,148
GOOGL,2025-04-25 15:38:30.332000+00:00,161.96,100
GOOGL,2025-04-25 15:38:30.538000+00:00,161.94,100
GOOGL,2025-04-25 15:38:30.538000+00:00,161.94,100
GOOGL,2025-04-25 15:38:30.538000+00:00,161.93,100
GOOGL,2025-04-25 15:38:30.538000+00:00,161.94,100
ACN,2025-04-25 15:38:31.377000+00:00,290.77,100
GOOGL,2025-04-25 15:38:32.092000+00:00,161.9,488
GOOGL,2025-04-25 15:38:32.092000+00:00,161.89,292
GOOGL,2025-04-25 15:38:32.093000+00:00,161.89,106
GOOGL,2025-04-25 15:38:32.093000+00:00,161.89,100
GOOGL,2025-04-25 15:38:32.867000+00:00,161.91,100
T,2025-04-25 15:38:33.247000+00:00,26.69,100
T,2025-04-25 15:38:33.248000+00:00,26.69,500
T,2025-04-25 15:38:33.248000+00:00,26.69,100
T,2025-04-25 15:38:33.248000+00:00,26.69,100
