symbol,reportDate,date,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink,balance_date,balance_symbol,balance_reportedCurrency,balance_cik,balance_fillingDate,balance_acceptedDate,balance_calendarYear,balance_period,balance_cashAndCashEquivalents,balance_shortTermInvestments,balance_cashAndShortTermInvestments,balance_netReceivables,balance_inventory,balance_otherCurrentAssets,balance_totalCurrentAssets,balance_propertyPlantEquipmentNet,balance_goodwill,balance_intangibleAssets,balance_goodwillAndIntangibleAssets,balance_longTermInvestments,balance_taxAssets,balance_otherNonCurrentAssets,balance_totalNonCurrentAssets,balance_otherAssets,balance_totalAssets,balance_accountPayables,balance_shortTermDebt,balance_taxPayables,balance_deferredRevenue,balance_otherCurrentLiabilities,balance_totalCurrentLiabilities,balance_longTermDebt,balance_deferredRevenueNonCurrent,balance_deferredTaxLiabilitiesNonCurrent,balance_otherNonCurrentLiabilities,balance_totalNonCurrentLiabilities,balance_otherLiabilities,balance_capitalLeaseObligations,balance_totalLiabilities,balance_preferredStock,balance_commonStock,balance_retainedEarnings,balance_accumulatedOtherComprehensiveIncomeLoss,balance_othertotalStockholdersEquity,balance_totalStockholdersEquity,balance_totalEquity,balance_totalLiabilitiesAndStockholdersEquity,balance_minorityInterest,balance_totalLiabilitiesAndTotalEquity,balance_totalInvestments,balance_totalDebt,balance_netDebt,balance_link,balance_finalLink,cashflow_date,cashflow_symbol,cashflow_reportedCurrency,cashflow_cik,cashflow_fillingDate,cashflow_acceptedDate,cashflow_calendarYear,cashflow_period,cashflow_netIncome,cashflow_depreciationAndAmortization,cashflow_deferredIncomeTax,cashflow_stockBasedCompensation,cashflow_changeInWorkingCapital,cashflow_accountsReceivables,cashflow_inventory,cashflow_accountsPayables,cashflow_otherWorkingCapital,cashflow_otherNonCashItems,cashflow_netCashProvidedByOperatingActivities,cashflow_investmentsInPropertyPlantAndEquipment,cashflow_acquisitionsNet,cashflow_purchasesOfInvestments,cashflow_salesMaturitiesOfInvestments,cashflow_otherInvestingActivites,cashflow_netCashUsedForInvestingActivites,cashflow_debtRepayment,cashflow_commonStockIssued,cashflow_commonStockRepurchased,cashflow_dividendsPaid,cashflow_otherFinancingActivites,cashflow_netCashUsedProvidedByFinancingActivities,cashflow_effectOfForexChangesOnCash,cashflow_netChangeInCash,cashflow_cashAtEndOfPeriod,cashflow_cashAtBeginningOfPeriod,cashflow_operatingCashFlow,cashflow_capitalExpenditure,cashflow_freeCashFlow,cashflow_link,cashflow_finalLink
HBAN,2024-12-31,2024-12-31,USD,0000049196,2025-02-14,2025-02-14 13:01:14,2024,FY,7385000000,0,7385000000,1.0,0,2815000000,116000000,2931000000,0,116000000,116000000,9921000000,4576000000,0,0,0.0,2305000000,0.3121191605,98000000,2403000000,0.3253893026,443000000,1940000000,0.2626946513,1.43,1.41,1451421000,1476442000,https://www.sec.gov/Archives/edgar/data/49196/000004919625000020/0000049196-25-000020-index.htm,https://www.sec.gov/Archives/edgar/data/49196/000004919625000020/hban-20241231.htm,2024-12-31,HBAN,USD,0000049196,2025-02-14,2025-02-14 13:01:14,2024,FY,13332000000,27273000000,28958000000,7580000000,0,0,28958000000,1066000000,5561000000,677000000,6238000000,20356000000,0,-20356000000,7304000000,167968000000,204230000000,0,199000000,0,0,0,199000000,15909000000,0,0,168340000000,184249000000,0,0,184448000000,1989000000,15000000,5204000000,-2866000000.0,15398000000,19740000000,19782000000,204230000000,42000000,204230000000,47629000000,16431000000,3099000000,https://www.sec.gov/Archives/edgar/data/49196/000004919625000020/0000049196-25-000020-index.htm,https://www.sec.gov/Archives/edgar/data/49196/000004919625000020/hban-20241231.htm,2024-12-31,HBAN,USD,0000049196,2025-02-14,2025-02-14 13:01:14,2024,FY,1960000000,622000000,-26000000,106000000,-1260000000,0,0,0,-1260000000,413000000,1815000000,0,0,-16235000000,13517000000,-9401000000,-12119000000,0,0,0,-1046000000,13658000000,13022000000,0,2718000000,12847000000,10129000000,1815000000,0.0,1672000000,https://www.sec.gov/Archives/edgar/data/49196/000004919625000020/0000049196-25-000020-index.htm,https://www.sec.gov/Archives/edgar/data/49196/000004919625000020/hban-20241231.htm
HII,2024-12-31,2024-12-31,USD,0001501585,2025-02-06,2025-02-06 12:07:09,2024,FY,11535000000,10085000000,1450000000,0.125704378,0,973000000,0,973000000,0,915000000,11000000000,0,95000000,326000000,1064000000,0.0922410056,535000000,0.0463805808,108000000,643000000,0.0557433897,93000000,550000000,0.047680971,13.96,13.96,39400000,39400000,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000006/0001501585-25-000006-index.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000006/hii-20241231.htm,2024-12-31,HII,USD,0001501585,2025-02-06,2025-02-06 12:07:09,2024,FY,831000000,0,831000000,2099000000,0,90000000,3228000000,3689000000,2618000000,782000000,3400000000,0,0,2453000000,9542000000,0,12770000000,598000000,503000000,0,774000000,1116000000,2991000000,2700000000,0,378000000,1406000000,4484000000,0,0,7475000000,0,1000000,5097000000,-28000000.0,-404000000,4666000000,4666000000,12141000000,0,12141000000,0,3408000000,2577000000,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000006/0001501585-25-000006-index.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000006/hii-20241231.htm,2024-12-31,HII,USD,0001501585,2025-02-06,2025-02-06 12:07:09,2024,FY,550000000,326000000,-122000000,23000000,-372000000,256000000,-22000000,-315000000,-291000000,-12000000,393000000,0,0,0,0,-348000000,-348000000,771000000,0,-162000000,-206000000,-47000000,356000000,0,401000000,831000000,430000000,393000000,-367000000.0,26000000,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000006/0001501585-25-000006-index.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000006/hii-20241231.htm
IBM,2024-12-31,2024-12-31,USD,0000051143,2025-02-25,2025-02-25 16:12:45,2024,FY,62753000000,27201000000,35551000000,0.566522716,7479000000,16737000000,1173000000,17910000000,89000000,25478000000,52679000000,747000000,1712000000,4667000000,12176000000,0.1940305643,10074000000,0.1605341577,-4277000000,5797000000,0.0923780536,-218000000,6023000000,0.0959794751,6.53,6.43,938161993,937200000,https://www.sec.gov/Archives/edgar/data/51143/000005114325000015/0000051143-25-000015-index.htm,https://www.sec.gov/Archives/edgar/data/51143/000005114325000015/ibm-20241231.htm,2024-12-31,IBM,USD,0000051143,2025-02-25,2025-02-25 16:12:45,2024,FY,13947000000,644000000,14591000000,14010000000,1289000000,4592000000,34482000000,8928000000,60706000000,10660000000,71366000000,1787000000,1000000,20612000000,102694000000,-1000000,137175000000,4032000000,5857000000,2033000000,13907000000,7313000000,33142000000,52539000000,0,0,24101000000,76640000000,0,3423000000,109782000000,0,61380000000,151163000000,-15269000000.0,-169967000000,27307000000,27393000000,137175000000,86000000,137175000000,2431000000,58396000000,44449000000,https://www.sec.gov/Archives/edgar/data/51143/000005114325000015/0000051143-25-000015-index.htm,https://www.sec.gov/Archives/edgar/data/51143/000005114325000015/ibm-20241231.htm,2024-12-31,IBM,USD,0000051143,2025-02-25,2025-02-25 16:12:45,2024,FY,6023000000,4667000000,-2330000000,1311000000,1313000000,0,0,0,1866000000,2461000000,13445000000,-1048000000,-2591000000,-7762000000,6544000000,-80000000,-4937000000,-880000000,0,0,-6147000000,-146000000,-7079000000,-359000000,1071000000,14160000000,13089000000,13445000000,-1685000000.0,11760000000,https://www.sec.gov/Archives/edgar/data/51143/000005114325000015/0000051143-25-000015-index.htm,https://www.sec.gov/Archives/edgar/data/51143/000005114325000015/ibm-20241231.htm
IEX,2024-12-31,2024-12-31,USD,0000832101,2025-02-20,2025-02-20 16:31:33,2024,FY,3268800000,1823600000,1445200000,0.4421194322,0,0,0,758700000,9300000,758700000,2591600000,0,44500000,175600000,859400000,0.2629099364,677200000,0.2071708272,-37900000,639300000,0.1955763583,134700000,505000000,0.1544909447,6.67,6.64,75700000,75900000,https://www.sec.gov/Archives/edgar/data/832101/000083210125000010/0000832101-25-000010-index.htm,https://www.sec.gov/Archives/edgar/data/832101/000083210125000010/iex-20241231.htm,2024-12-31,IEX,USD,0000832101,2025-02-20,2025-02-20 16:31:33,2024,FY,620800000,0,620800000,465900000,429700000,76300000,1592700000,460400000,3251700000,1284800000,4536500000,0,0,155700000,5152600000,0,6745300000,197800000,100700000,0,0,331200000,629700000,1859500000,0,0,462000000,2321500000,0,0,2951200000,0,900000,4230200000,-130900000.0,-305500000,3794700000,3794100000,6745300000,-600000,6745300000,0,1960200000,1339400000,https://www.sec.gov/Archives/edgar/data/832101/000083210125000010/0000832101-25-000010-index.htm,https://www.sec.gov/Archives/edgar/data/832101/000083210125000010/iex-20241231.htm,2024-12-31,IEX,USD,0000832101,2025-02-20,2025-02-20 16:31:33,2024,FY,504600000,175600000,-19400000,25800000,-8000000,0,17600000,8900000,-34500000,-10500000,668100000,-65099999,-984500000,0,4500000,38599999,-1006500000,656900000,0,0,-205300000,-2400000,465900000,-22900000,104600000,638900000,534300000,668100000,-65099999.99999999,603000000,https://www.sec.gov/Archives/edgar/data/832101/000083210125000010/0000832101-25-000010-index.htm,https://www.sec.gov/Archives/edgar/data/832101/000083210125000010/iex-20241231.htm
IDXX,2024-12-31,2024-12-31,USD,0000874716,2025-02-21,2025-02-21 08:28:50,2024,FY,3897504000,1518577000,2378927000,0.6103719201,219792000,442291000,588507000,1030798000,0,1250590000,2769167000,12699000,31205000,129936000,1275840000,0.3273479642,1128337000,0.2895024611,-18506000,1109831000,0.284754294,221964000,887867000,0.2278039997,10.77,10.67,82467000,83246000,https://www.sec.gov/Archives/edgar/data/874716/000087471625000037/0000874716-25-000037-index.htm,https://www.sec.gov/Archives/edgar/data/874716/000087471625000037/idxx-20241231.htm,2024-12-31,IDXX,USD,0000874716,2025-02-21,2025-02-21 08:28:50,2024,FY,288266000,0,288266000,561316000,381877000,168438000,1399897000,829252000,405100000,111676000,516776000,57718000,125630000,364170000,1893546000,0,3293443000,114211000,439326000,62252000,33799000,418328000,1067916000,547622000,26939000,11312000,44341000,630214000,0,119375000,1698130000,0,10784000,5332438000,-93645000.0,-3654264000,1595313000,1595313000,3293443000,0,3293443000,57718000,986948000,698682000,https://www.sec.gov/Archives/edgar/data/874716/000087471625000037/0000874716-25-000037-index.htm,https://www.sec.gov/Archives/edgar/data/874716/000087471625000037/idxx-20241231.htm,2024-12-31,IDXX,USD,0000874716,2025-02-21,2025-02-21 08:28:50,2024,FY,887867000,129936000,-24194000,60295000,-133238000,-28280000,-28001000,8086000,-85043000,8335000,929001000,-120922000,-77698000,0,1558000,-10000000,-207062000,-75000000,0,-837034000,0,33961000,-878073000,-9532000,-165666000,288266000,453932000,929001000,-130922000.0,798079000,https://www.sec.gov/Archives/edgar/data/874716/000087471625000037/0000874716-25-000037-index.htm,https://www.sec.gov/Archives/edgar/data/874716/000087471625000037/idxx-20241231.htm
ITW,2024-12-31,2024-12-31,USD,0000049826,2025-02-14,2025-02-14 14:59:04,2024,FY,15898000000,8858000000,7040000000,0.4428229966,0,0,0,2383000000,0,2776000000,11533000000,44000000,283000000,402000000,5107000000,0.3212353755,4264000000,0.2682098377,158000000,4422000000,0.2781481947,934000000,3488000000,0.2193986665,11.78,11.74,296800000,297800000,https://www.sec.gov/Archives/edgar/data/49826/000004982625000007/0000049826-25-000007-index.htm,https://www.sec.gov/Archives/edgar/data/49826/000004982625000007/itw-20241231.htm,2024-12-31,ITW,USD,0000049826,2025-02-14,2025-02-14 14:59:04,2024,FY,948000000,0,948000000,3096000000,1605000000,207000000,5856000000,2302000000,4839000000,592000000,5431000000,0,369000000,1109000000,9211000000,0,15067000000,519000000,1612000000,217000000,360000000,1600000000,4308000000,6466000000,0,119000000,857000000,7442000000,0,215000000,11750000000,0,0,28893000000,-1877000000.0,-23699000000,3317000000,3318000000,15067000000,1000000,15067000000,0,8078000000,7130000000,https://www.sec.gov/Archives/edgar/data/49826/000004982625000007/0000049826-25-000007-index.htm,https://www.sec.gov/Archives/edgar/data/49826/000004982625000007/itw-20241231.htm,2024-12-31,ITW,USD,0000049826,2025-02-14,2025-02-14 14:59:04,2024,FY,3488000000,402000000,-176000000,61000000,-18000000,34000000,176000000,-43000000,-185000000,-476000000,3281000000,-437000000,0,0,11000000,282000000,-144000000,-8000000,52000000,-1500000000,-1695000000,-38000000,-3189000000,-65000000,-117000000,948000000,1065000000,3281000000,-437000000.0,2844000000,https://www.sec.gov/Archives/edgar/data/49826/000004982625000007/0000049826-25-000007-index.htm,https://www.sec.gov/Archives/edgar/data/49826/000004982625000007/itw-20241231.htm
INCY,2024-12-31,2024-12-31,USD,0000879169,2025-02-10,2025-02-10 16:01:48,2024,FY,4241217000,312100000,3929117000,0.9264126311,2606848000,1222000000,20157000,1242157000,18746000,3867751000,4179851000,128710000,2280000,89248000,408158000,0.0962360568,61366000,0.0144689602,255264000,316630000,0.0746554586,284015000,32615000,0.0076900097,0.16,0.15,207110000,210530000,https://www.sec.gov/Archives/edgar/data/879169/000162828025004633/0001628280-25-004633-index.htm,https://www.sec.gov/Archives/edgar/data/879169/000162828025004633/incy-20241231.htm,2024-12-31,INCY,USD,0000879169,2025-02-10,2025-02-10 16:01:48,2024,FY,1687829000,470263000,2158092000,853154000,58872000,168912000,3239030000,794214000,155593000,113803000,269396000,18814000,762071000,360797000,2205292000,0,5444322000,197465000,0,23781000,0,1420601000,1641847000,0,0,0,354847000,354847000,0,0,1996694000,0,193000,-1072881000,-13121000.0,4533437000,3447628000,3447628000,5444322000,0,5444322000,489077000,43544000,-1644285000,https://www.sec.gov/Archives/edgar/data/879169/000162828025004633/0001628280-25-004633-index.htm,https://www.sec.gov/Archives/edgar/data/879169/000162828025004633/incy-20241231.htm,2024-12-31,INCY,USD,0000879169,2025-02-10,2025-02-10 16:01:48,2024,FY,32615000,89248000,-85553000,266058000,0,-111586000,-127633000,88159000,0,32969000,335337000,-86263000,0,-258370000,516050000,-13900000,157517000,-3798000,0,-2004790000,0,-12959000,-2021547000,2923000,-1525770000,1689451000,3215221000,335337000,-86263000.0,249074000,https://www.sec.gov/Archives/edgar/data/879169/000162828025004633/0001628280-25-004633-index.htm,https://www.sec.gov/Archives/edgar/data/879169/000162828025004633/incy-20241231.htm
IR,2024-12-31,2024-12-31,USD,0001699150,2025-02-19,2025-02-19 16:32:35,2024,FY,7235000000,4065000000,3170000000,0.4381478922,0,0,0,1344400000,525500000,1869900000,5409400000,0,213200000,482000000,1794600000,0.2480442294,1300100000,0.1796959226,-167300000,1132800000,0.1565722184,262500000,838600000,0.1159087768,2.08,2.06,403400000,407200000,https://www.sec.gov/Archives/edgar/data/1699150/000162828025006391/0001628280-25-006391-index.htm,https://www.sec.gov/Archives/edgar/data/1699150/000162828025006391/iri-20241231.htm,2024-12-31,IR,USD,0001699150,2025-02-19,2025-02-19 16:32:35,2024,FY,1541200000,0,1541200000,1335400000,1055000000,231900000,4163500000,842100000,8148100000,4372800000,12520900000,0,26100000,457200000,13846300000,0,18009800000,843600000,59400000,72500000,318600000,524800000,1818900000,4741800000,0,757600000,446200000,5945600000,0,56300000,7764500000,0,4300000,2503500000,-468500000.0,8139700000,10179000000,10245300000,18009800000,66300000,18009800000,0,4813800000,3272600000,https://www.sec.gov/Archives/edgar/data/1699150/000162828025006391/0001628280-25-006391-index.htm,https://www.sec.gov/Archives/edgar/data/1699150/000162828025006391/iri-20241231.htm,2024-12-31,IR,USD,0001699150,2025-02-19,2025-02-19 16:32:35,2024,FY,846300000,482000000,-33100000,58800000,0,-45100000,6700000,13300000,0,42700000,1396700000,-149100000,-2958700000,0,0,100000,-3107700000,2054200000,0,-260700000,-32300000,-53700000,1707500000,-50800000,-54300000,1541200000,1595500000,1396700000,-149100000.0,1247600000,https://www.sec.gov/Archives/edgar/data/1699150/000162828025006391/0001628280-25-006391-index.htm,https://www.sec.gov/Archives/edgar/data/1699150/000162828025006391/iri-20241231.htm
PODD,2024-12-31,2024-12-31,USD,0001145197,2025-02-21,2025-02-20 17:36:54,2024,FY,2071600000,625900000,1445700000,0.6978663835,219600000,0,0,917200000,0,1136800000,1762700000,39500000,42700000,80800000,423700000,0.2045279011,308900000,0.1491117976,-8700000,300200000,0.1449121452,-118100000,418300000,0.2019212203,5.97,5.66,70076000,73890000,https://www.sec.gov/Archives/edgar/data/1145197/000114519725000007/0001145197-25-000007-index.htm,https://www.sec.gov/Archives/edgar/data/1145197/000114519725000007/podd-20241231.htm,2024-12-31,PODD,USD,0001145197,2025-02-21,2025-02-20 17:36:54,2024,FY,953400000,0,953400000,365500000,430400000,142000000,1891300000,723100000,51500000,98500000,150000000,0,141800000,181500000,1196400000,0,3087700000,19800000,83800000,0,0,424800000,528400000,0,0,0,1347700000,1347700000,0,0,1876100000,0,100000,40300000,-13200000.0,1184400000,1211600000,1211600000,3087700000,0,3087700000,0,1392100000,438700000,https://www.sec.gov/Archives/edgar/data/1145197/000114519725000007/0001145197-25-000007-index.htm,https://www.sec.gov/Archives/edgar/data/1145197/000114519725000007/podd-20241231.htm,2024-12-31,PODD,USD,0001145197,2025-02-21,2025-02-20 17:36:54,2024,FY,418300000,80800000,-136900000,69300000,0,-16900000,-32400000,2200000,0,-1200000,430300000,-124900000,0,0,0,-21300000,-146200000,-40600000,0,11900000,0,12500000,-28100000,-6800000,249200000,953400000,704200000,430300000,-124900000.0,305400000,https://www.sec.gov/Archives/edgar/data/1145197/000114519725000007/0001145197-25-000007-index.htm,https://www.sec.gov/Archives/edgar/data/1145197/000114519725000007/podd-20241231.htm
INTC,2024-12-28,2024-12-28,USD,0000050863,2025-01-31,2025-01-31 17:13:51,2024,FY,53101000000,35756000000,17345000000,0.3266416828,16546000000,0,0,5507000000,6970000000,29023000000,64779000000,1805000000,824000000,11379000000,1203000000,0.0226549406,-11678000000,-0.2199205288,468000000,-11210000000,-0.2111071355,8023000000,-18756000000,-0.3532136871,-4.38,-4.38,4280000000,4280000000,https://www.sec.gov/Archives/edgar/data/50863/000005086325000009/0000050863-25-000009-index.htm,https://www.sec.gov/Archives/edgar/data/50863/000005086325000009/intc-20241228.htm,2024-12-28,INTC,USD,0000050863,2025-01-31,2025-01-31 17:13:51,2024,FY,8249000000,13813000000,22062000000,3478000000,12198000000,9586000000,47324000000,107919000000,24693000000,3691000000,28384000000,5383000000,0,7475000000,149161000000,0,196485000000,12556000000,3729000000,1756000000,0,17625000000,35666000000,46282000000,0,0,9505000000,55787000000,0,0,91453000000,0,50949000000,49032000000,-711000000.0,0,99270000000,105032000000,196485000000,5762000000,196485000000,19196000000,50011000000,41762000000,https://www.sec.gov/Archives/edgar/data/50863/000005086325000009/0000050863-25-000009-index.htm,https://www.sec.gov/Archives/edgar/data/50863/000005086325000009/intc-20241228.htm,2024-12-28,INTC,USD,0000050863,2025-01-31,2025-01-31 17:13:51,2024,FY,-19233000000,11379000000,6132000000,3410000000,1103000000,-75000000,-1105000000,634000000,1649000000,5497000000,8288000000,-23944000000,-82000000,-37940000000,42510000000,1200000000,-18256000000,687000000,12714000000,0,-1599000000,-664000000,11138000000,0,1170000000,8249000000,7079000000,8288000000,-23944000000.0,-15656000000,https://www.sec.gov/Archives/edgar/data/50863/000005086325000009/0000050863-25-000009-index.htm,https://www.sec.gov/Archives/edgar/data/50863/000005086325000009/intc-20241228.htm
ICE,2024-12-31,2024-12-31,USD,0001571949,2025-03-20,2025-03-20 16:30:16,2024,FY,11761000000,5239000000,6522000000,0.5545446816,0,572000000,0,572000000,1641000000,2213000000,7452000000,141000000,910000000,1537000000,5950000000,0.5059093614,4309000000,0.3663804098,-681000000,3628000000,0.3084771703,826000000,2754000000,0.2341637616,4.81,4.78,573000000,576000000,https://www.sec.gov/Archives/edgar/data/1571949/000119312525059270/0001193125-25-059270-index.htm,https://www.sec.gov/Archives/edgar/data/1571949/000119312525059270/d941683d10ka.htm,2024-12-31,ICE,USD,0001571949,2025-03-20,2025-03-20 16:30:16,2024,FY,844000000,524000000,1368000000,3129000000,0,84598000000,89095000000,2153000000,30595000000,16306000000,46901000000,0,0,1279000000,50333000000,0,139428000000,1051000000,3027000000,0,236000000,85239000000,89553000000,17341000000,0,3904000000,910000000,22155000000,0,0,111708000000,0,0,0,-338000000.0,28058000000,27720000000,27742000000,139428000000,22000000,139428000000,524000000,20703000000,19859000000,https://www.sec.gov/Archives/edgar/data/1571949/000119312525059270/0001193125-25-059270-index.htm,https://www.sec.gov/Archives/edgar/data/1571949/000119312525059270/d941683d10ka.htm,2024-12-31,ICE,USD,0001571949,2025-03-20,2025-03-20 16:30:16,2024,FY,2802000000,1537000000,-142000000,231000000,63000000,-149000000,0,0,212000000,118000000,4609000000,-406000000,-38000000,-781000000,855000000,-551000000,-921000000,-2285000000,0,-81000000,-1039000000,3484000000,79000000,-14000000,3753000000,84503000000,80750000000,4609000000,-406000000.0,4203000000,https://www.sec.gov/Archives/edgar/data/1571949/000119312525059270/0001193125-25-059270-index.htm,https://www.sec.gov/Archives/edgar/data/1571949/000119312525059270/d941683d10ka.htm
IFF,2024-12-31,2024-12-31,USD,0000051253,2025-02-28,2025-02-28 16:08:05,2024,FY,11484000000,7360000000,4124000000,0.3591083246,671000000,0,0,1995000000,692000000,3358000000,10026000000,0,305000000,1015000000,1598000000,0.1391501219,766000000,0.0667014977,-488000000,278000000,0.0242075932,31000000,243000000,0.0211598746,0.95,0.95,256000000,256000000,https://www.sec.gov/Archives/edgar/data/51253/000005125325000013/0000051253-25-000013-index.htm,https://www.sec.gov/Archives/edgar/data/51253/000005125325000013/iff-20241231.htm,2024-12-31,IFF,USD,0000051253,2025-02-28,2025-02-28 16:08:05,2024,FY,469000000,0,469000000,1969000000,2133000000,3422000000,7993000000,4339000000,9080000000,6445000000,15525000000,10000000,240000000,560000000,20674000000,0,28667000000,1283000000,1413000000,189000000,0,1448000000,4333000000,7564000000,0,1592000000,1267000000,10423000000,0,0,14756000000,0,35000000,-2605000000,-2527000000.0,18973000000,13876000000,13911000000,28667000000,35000000,28667000000,10000000,9593000000,9124000000,https://www.sec.gov/Archives/edgar/data/51253/000005125325000013/0000051253-25-000013-index.htm,https://www.sec.gov/Archives/edgar/data/51253/000005125325000013/iff-20241231.htm,2024-12-31,IFF,USD,0000051253,2025-02-28,2025-02-28 16:08:05,2024,FY,247000000,1015000000,-304000000,77000000,0,-217000000,-34000000,40000000,0,35000000,1070000000,-463000000,0,0,0,789000000,326000000,-1030000000,0,0,-514000000,-62000000,-1606000000,-54000000,-264000000,471000000,735000000,1070000000,-463000000.0,607000000,https://www.sec.gov/Archives/edgar/data/51253/000005125325000013/0000051253-25-000013-index.htm,https://www.sec.gov/Archives/edgar/data/51253/000005125325000013/iff-20241231.htm
IP,2024-12-31,2024-12-31,USD,0000051434,2025-02-21,2025-02-21 13:50:28,2024,FY,18619000000,13376000000,5243000000,0.2815940706,0,1840000000,1475000000,3315000000,0,4767000000,16432000000,222000000,430000000,1305000000,1882000000,0.1010795424,557000000,0.0299156775,-410000000,147000000,0.0078951609,-415000000,557000000,0.0299156775,1.57,1.57,347200000,354200000,https://www.sec.gov/Archives/edgar/data/51434/000005143425000013/0000051434-25-000013-index.htm,https://www.sec.gov/Archives/edgar/data/51434/000005143425000013/ip-20241231.htm,2024-12-31,IP,USD,0000051434,2025-02-21,2025-02-21 13:50:28,2024,FY,1170000000,0,1170000000,3362000000,1784000000,108000000,6424000000,10091000000,3038000000,0,3038000000,2491000000,0,756000000,16376000000,0,22800000000,2316000000,193000000,0,0,1749000000,4258000000,5660000000,0,1072000000,3637000000,10369000000,0,292000000,14627000000,0,449000000,9393000000,-1722000000.0,53000000,8173000000,8173000000,22800000000,0,22800000000,2491000000,5853000000,4683000000,https://www.sec.gov/Archives/edgar/data/51434/000005143425000013/0000051434-25-000013-index.htm,https://www.sec.gov/Archives/edgar/data/51434/000005143425000013/ip-20241231.htm,2024-12-31,IP,USD,0000051434,2025-02-21,2025-02-21 13:50:28,2024,FY,557000000,1305000000,0,0,-10000000,95000000,12000000,-140000000,23000000,-174000000,1678000000,-921000000,0,0,0,113000000,-808000000,-39000000,0,-23000000,-643000000,-70000000,-775000000,-38000000,57000000,1170000000,1113000000,1678000000,-921000000.0,757000000,https://www.sec.gov/Archives/edgar/data/51434/000005143425000013/0000051434-25-000013-index.htm,https://www.sec.gov/Archives/edgar/data/51434/000005143425000013/ip-20241231.htm
IPG,2024-12-31,2024-12-31,USD,0000051644,2025-02-20,2025-02-20 16:36:58,2024,FY,10691700000,8872000000,1819700000,0.1701974429,0,0,0,130500000,486000000,616500000,9488500000,151700000,229900000,258900000,1541700000,0.1441959651,1203200000,0.1125358923,-154100000,1049100000,0.098122843,333900000,689500000,0.0644892767,1.84,1.83,375200000,377700000,https://www.sec.gov/Archives/edgar/data/51644/000005164425000024/0000051644-25-000024-index.htm,https://www.sec.gov/Archives/edgar/data/51644/000005164425000024/ipg-20241231.htm,2024-12-31,IPG,USD,0000051644,2025-02-20,2025-02-20 16:36:58,2024,FY,2187100000,0,2187100000,7738100000,0,128400000,10606000000,1841800000,4689400000,659900000,5349300000,0,249200000,279500000,7719800000,0,18325800000,8286100000,40500000,80300000,0,1351100000,9758000000,3976800000,0,0,680900000,4657700000,0,1056300000,14415700000,0,37200000,4440200000,-1112600000.0,432600000,3797400000,3843000000,18325800000,45600000,18325800000,0,4254600000,2067500000,https://www.sec.gov/Archives/edgar/data/51644/000005164425000024/0000051644-25-000024-index.htm,https://www.sec.gov/Archives/edgar/data/51644/000005164425000024/ipg-20241231.htm,2024-12-31,IPG,USD,0000051644,2025-02-20,2025-02-20 16:36:58,2024,FY,715700000,258900000,-28100000,64800000,0,-121200000,0,204100000,0,43900000,1055200000,-141800000,0,-26400000,5600000,11500000,-151100000,-249700000,0,-230100000,-496500000,-43600000,-1019900000,-82900000,-198700000,2196400000,2395100000,1055200000,-141800000.0,913400000,https://www.sec.gov/Archives/edgar/data/51644/000005164425000024/0000051644-25-000024-index.htm,https://www.sec.gov/Archives/edgar/data/51644/000005164425000024/ipg-20241231.htm
